x-Position,y-Position,Radius
-3.2448190733447033,0.16002159281316652,1.1
-4.266622192640793,5.047116185177787,1.1
3.987901058566453,-4.763476707227769,1.1
-2.930726005970816,-6.141872130422796,1.1
3.2650639930822285,2.8897548157552446,1.1
1.1417099404544733,0.9476318574867238,1.1
-1.0701526406815542,5.039600215804578,1.1
5.672427963216323,1.8528773956375677,1.1
-4.976679545817682,-3.5356114018350366,1.1
7.748309250983992,-2.3387732732146613,1.1
2.174124117968607,5.935983088206807,1.1
-1.9656677998253045,-2.278751346680766,1.1
1.0728305340381168,-1.8795337244630972,1.1
-1.4262430533171142,2.343845861575748,1.1
1.5454708838760425,2.470897878225232,1.1
4.837892400541121,3.4602713795154614,1.1
-6.363435606276938,3.6236069235664017,1.1
-0.4436633045748122,-1.773656315870632,1.1
6.432357641515522,-1.4968883358439435,1.1
-6.5388370963616005,-3.0911781893108388,1.1
-1.7789041312659717,-3.8275538274178103,1.1
-0.8082655312044891,-3.12325658783546,1.1
-0.6034053750254998,6.886908443834669,1.1
2.4031484218205734,-6.208420536381672,1.1
0.551517809033051,3.858487577912696,1.1
-0.9900419296359444,-6.743698364503532,1.1
-5.38342791324254,2.418974488384924,1.1
3.626083197827037,6.494451648511952,1.1
6.268521285867374,0.21688511769342456,1.1
-1.9844608788854448,1.0722998106042512,1.1
3.776219302256922,-1.1415789088887498,1.1
-2.3022490359123866,6.5700253344620965,1.1
3.606284025164409,-3.1912894094588573,1.1
-6.2185975571269605,-0.5502935725101703,1.1
-3.987125452937256,2.639543573245062,1.1
-4.755775487300396,-0.5626963048274741,1.1
-5.7813565766397135,-1.830137157811133,1.1
4.0824949984338055,1.618600087107972,1.1
5.100364643275529,-3.7526275069343087,1.1
0.08744939231912663,-5.5622177444582865,1.1
4.729515245563289,0.4282239883318439,1.1
-3.3854622703302444,3.800657879384509,1.1
-3.207121120981962,1.6360209266957702,1.1
-4.580922515771476,1.1443465378266082,1.1
-3.9452003757617664,-4.635408477209818,1.1
-1.4297866597928768,-5.231723192429978,1.1
2.077253830118866,3.629570338829783,1.1
3.9317892259417833,-6.420359457728821,1.1
0.5720419383399835,5.606914775403607,1.1
7.102804244931441,2.4989059079725267,1.1
-3.2872324076016493,-3.2371460714134286,1.1
2.057357602022379,-0.4925780831225973,1.1
3.3093539538306187,4.649876634884119,1.1
5.009175501464385,5.246277504480441,1.1
-7.459223027189134,0.3511462012863708,1.1
7.662517350337162,1.1700023358073006,1.1
-4.0408350829435085,6.69311666989229,1.1
0.9092468993750584,-6.910677540686238,1.1
0.02895481700478645,2.2683818744587674,1.1
7.873094522642073,-0.5974223917352609,1.1
0.3854368251104555,-0.4988512565501281,1.1
2.5436484237116765,-2.0576289076466887,1.1
-1.6181101945356202,-0.5664392822154004,1.1
-3.23601232295389,-1.3714801788336792,1.1
-0.5196868870751472,0.7671309209356467,1.1
4.965277462563083,-2.2702531360495755,1.1
2.4670006371579136,-4.519732954150832,1.1
-5.883054736559577,5.315962329215703,1.1
-6.038862868373165,-4.683386389018559,1.1
-2.712445897039581,5.086096019695353,1.1
-7.307060209167036,-1.5178644665577077,1.1
2.5979196181003426,1.4406138797914183,1.1
1.4013300252375018,7.189909692420407,1.1
1.7353421190842924,-3.243746252336446,1.1
-4.454562464200051,-2.166881983531607,1.1
-0.4300409047015653,-4.312763057447167,1.1
-4.811986284799187,-5.705432934730983,1.1
3.3757115227642824,0.2896008881191188,1.1
6.382163723862824,-3.1161954639308527,1.1
-6.638008856387524,1.8580764793194773,1.1
0.9069693860077288,-4.342572888781317,1.1
-4.8407387028639075,3.7046634091271837,1.1
5.476173786851208,-5.153089836654215,1.1
-5.927916607781452,0.6783324162540079,1.1
-0.8679717733589863,3.5011376223669557,1.1
5.148941508205222,-0.7877455644715701,1.1
0.4127610763377506,-3.0854027177307617,1.1
-2.0850919225784543,3.8073424766183614,1.1
-2.6187670120341333,2.703197853669983,1.1
1.7494313430908133,4.725354961865643,1.1
-2.634864340415997,-4.625524537854059,1.1
1.4287138774161383,-5.48401577913371,1.1
6.311758102222729,3.406633063609336,1.1
