x-Position,y-Position,Radius
-17.51064954202898,-30.53387952561601,0.8099770579538844
53.58687051539269,33.302640128943075,0.9515052823249389
8.852475154908308,11.446695867863907,0.9359291717801941
-4.83198418837712,32.311544393808035,0.9320994468844264
8.70881964282032,-44.85970167190355,0.7738072819518093
-22.978893766015272,-26.31457400081792,0.8059498793933771
3.654811669544286,34.08055378987528,0.9318294668501444
-54.40967802151475,-41.37284341589313,0.9377784658276022
-52.213213238620156,15.604539211112366,0.9007538614037514
8.039544801616543,-29.29438529408508,0.9553509567995536
27.008157597745154,35.41203842406859,0.9180333290700726
12.592086829778076,16.68415187139635,0.9577638631997422
-20.802965032470205,-22.116915260931478,0.819329317922772
-32.11459486216708,-21.469016645577476,0.8893750542200047
59.80102726467812,-21.602409120080043,0.8617935717068073
57.93242525092912,0.00920728075947265,0.6838177325939673
37.75084971664524,57.8524529932397,0.6736767285826954
-2.05299645164428,39.72185967135892,0.9546549169796409
9.341365854208847,-47.20245560770893,0.9329225303356058
1.0290316341107422,11.047092329389292,0.9314485547489827
-18.65837638727634,-22.847254645416708,0.788743988242175
43.510748297389995,27.25636660881113,0.9355019969816344
-30.494976744141358,-53.22457423703982,0.8395070458021537
-19.759428093296407,-29.45106440559931,0.9009614240263194
25.46728907426884,40.62039369855868,0.8512632550737612
25.258647429184922,36.82935029257177,0.8858165072915699
-13.707644599865546,51.01214774371297,0.7491180422365881
-19.547764757261245,-22.84255176554128,0.7259590724951391
54.0999337120693,9.813330958859085,0.9286512473925737
-22.74252797592904,-42.023951691810154,0.7411568059762723
10.500280544526865,33.5840670939799,0.7065930126587209
36.603159626932424,31.98214625167666,0.9143554521499282
-13.89803882870589,55.7842410408056,0.9821901107395262
-53.94921229632935,40.05977718827761,0.907433055660944
-43.63970252699911,22.60043115169286,0.6663631305189296
-33.713349335462446,-32.66582046900697,0.8545366018911216
34.340266913095064,-43.396358769178434,0.709194711110356
16.55098023978707,-17.019452205091582,0.8752983857636297
21.32012849634797,54.016253374640954,0.7702029687445137
-14.839439940200167,50.986427424684685,0.9169041756492993
-19.01500153347751,53.57465908422943,0.9068292850321478
-3.2231367036542684,-3.402118573786047,0.8780319390053576
