x-Position,y-Position,Radius
0.16566426194315975,0.8434714032759224,0.6306143084885284
0.0684343755520137,0.9935452703876009,0.6306143084885284
0.39125665218917594,0.5712061638931181,0.6306143084885284
0.030940106692672664,0.2900358518780646,0.6306143084885284
0.46288299344025263,0.35441445751434564,0.6306143084885284
0.23498138371096777,0.016190400932569515,0.6306143084885284
0.5753704872113315,0.6624052762989355,0.6306143084885284
0.45893612302091047,0.43663303763928785,0.6306143084885284
0.11579817699064476,0.5035296532948577,0.6306143084885284
0.30703925523017483,0.1458286124626369,0.6306143084885284
0.8579190746778569,0.008076191590722925,0.6306143084885284
0.2977551348910885,0.5430875158119257,0.6306143084885284
0.6873674722599705,0.3685263954037473,0.6306143084885284
0.5419700138609898,0.4620613221083376,0.6306143084885284
0.32339402905139536,0.8158057975067565,0.6306143084885284
0.6220403220425351,0.34607595219122733,0.6306143084885284
0.7668981408212405,0.27974065450279084,0.6306143084885284
0.4351318883026569,0.20940921359207942,0.6306143084885284
0.3653148851488831,0.6180035053587531,0.6306143084885284
0.3939675991773198,0.314396584118672,0.6306143084885284
0.6911992414468672,0.9278351226959156,0.6306143084885284
0.5800601794044016,0.3596284940826263,0.6306143084885284
0.4396577792579017,0.9281247445291205,0.6306143084885284
0.7994641672521022,0.5405247428856058,0.6306143084885284
0.07730451827356888,0.07359712321809198,0.6306143084885284
0.06868247230144542,0.13646442077244347,0.6306143084885284
0.3003279807775733,0.02518830206776257,0.6306143084885284
0.05380596139241722,0.9741778416599992,0.6306143084885284
0.7506666877210516,0.9331455990193499,0.6306143084885284
0.09352590881760081,0.797051571167504,0.6306143084885284
0.4932823783285166,0.3344747904443607,0.6306143084885284
0.7991285131286779,0.37589724365623,0.6306143084885284
0.7281356100581561,0.8969632163790224,0.6306143084885284
0.9418366172647958,0.34009379554464914,0.6306143084885284
0.379062261314253,0.6826676856987761,0.6306143084885284
0.3307763390380183,0.19529307431414566,0.6306143084885284
0.022655743094099456,0.4375653704292626,0.6306143084885284
0.6394969839375728,0.672247605036129,0.6306143084885284
0.21333337687585097,0.7891717826905621,0.6306143084885284
0.5349273054475819,0.6106134015524979,0.6306143084885284
0.658305014338599,0.617708164734968,0.6306143084885284
0.10653167078754133,0.48969153119811026,0.6306143084885284
0.344088909823163,0.5339361278361622,0.6306143084885284
0.6209546029386288,0.1344569960652856,0.6306143084885284
0.6241582726301048,0.27096664316878727,0.6306143084885284
0.6936249796246228,0.5268003134262774,0.6306143084885284
0.7002782588548528,0.1998584543638925,0.6306143084885284
0.12549444491076156,0.57044383279719,0.6306143084885284
0.22946250577679062,0.37526310678835706,0.6306143084885284
0.7697723375002935,0.7111957922552743,0.6306143084885284
0.9753717931022866,0.4772690315331096,0.6306143084885284
0.4429320691172691,0.15277088254990634,0.6306143084885284
0.7589866780845369,0.038097747655764236,0.6306143084885284
0.98962485074412,0.9631254918310439,0.6306143084885284
0.011995530514076869,0.41456642911942143,0.6306143084885284
0.5268382526963598,0.8455345199254409,0.6306143084885284
0.7222986943716802,0.45819158557935824,0.6306143084885284
0.11715784794417716,0.6069604036625212,0.6306143084885284
